Caption,Structured_Caption,Audio_mp3,Audio_wav,Image_1,Image_2,Image_3,Video
"An adult female speaks, metal clinks, and a young female laugh, and this is repeated five times, then a young female speaks, laughs and sneezes and this is repeated twice and then two extra sneezes, then an adult male begins to speak",<adult female speaks& all>@<metal clinks& all>@<young female laughs& all> (repeated five times)@<young female speaks& mid>@<young female laughs& mid>@<young female sneezes& mid> (repeated twice)@<two extra sneezes& mid>@<adult male begins to speak& end>,"An_adult_female_speaks,_metal_clinks,_and_a_young_female_laugh,_and_this_is_repeated_five_times,_then_a_young_female_speaks,_laughs_and_sneezes_and_this_is_repeated_twice_and_then_two_extra_sneezes,_then_an_adult_male_begins_to_speak.mp3","An_adult_female_speaks,_metal_clinks,_and_a_young_female_laugh,_and_this_is_repeated_five_times,_then_a_young_female_speaks,_laughs_and_sneezes_and_this_is_repeated_twice_and_then_two_extra_sneezes,_then_an_adult_male_begins_to_speak.wav","An_adult_female_speaks,_metal_clinks,_and_a_young_female_laugh,_and_this_is_repeated_five_times,_then_a_young_female_speaks,_laughs_and_sneezes_and_this_is_repeated_twice_and_then_two_extra_sneezes,_then_an_adult_male_begins_to_speak_image_1.jpg","An_adult_female_speaks,_metal_clinks,_and_a_young_female_laugh,_and_this_is_repeated_five_times,_then_a_young_female_speaks,_laughs_and_sneezes_and_this_is_repeated_twice_and_then_two_extra_sneezes,_then_an_adult_male_begins_to_speak_image_5.jpg","An_adult_female_speaks,_metal_clinks,_and_a_young_female_laugh,_and_this_is_repeated_five_times,_then_a_young_female_speaks,_laughs_and_sneezes_and_this_is_repeated_twice_and_then_two_extra_sneezes,_then_an_adult_male_begins_to_speak_image_9.jpg","An_adult_female_speaks,_metal_clinks,_and_a_young_female_laugh,_and_this_is_repeated_five_times,_then_a_young_female_speaks,_laughs_and_sneezes_and_this_is_repeated_twice_and_then_two_extra_sneezes,_then_an_adult_male_begins_to_speak.mp4"
"An adult male speaks and pauses, a crowd laughs, and the adult male continues to speak",<adult male speaks& start>@<crowd laughs& mid>@<adult male continues to speak& end>,"An_adult_male_speaks_and_pauses,_a_crowd_laughs,_and_the_adult_male_continues_to_speak.mp3","An_adult_male_speaks_and_pauses,_a_crowd_laughs,_and_the_adult_male_continues_to_speak.wav","An_adult_male_speaks_and_pauses,_a_crowd_laughs,_and_the_adult_male_continues_to_speak_image_1.jpg","An_adult_male_speaks_and_pauses,_a_crowd_laughs,_and_the_adult_male_continues_to_speak_image_5.jpg","An_adult_male_speaks_and_pauses,_a_crowd_laughs,_and_the_adult_male_continues_to_speak_image_9.jpg","An_adult_male_speaks_and_pauses,_a_crowd_laughs,_and_the_adult_male_continues_to_speak.mp4"
A bus slows down and its engine decelerates quietly,<bus slows down& all>@<engine decelerates quietly& all>,A_bus_slows_down_and_its_engine_decelerates_quietly.mp3,A_bus_slows_down_and_its_engine_decelerates_quietly.wav,A_bus_slows_down_and_its_engine_decelerates_quietly_image_1.jpg,A_bus_slows_down_and_its_engine_decelerates_quietly_image_5.jpg,A_bus_slows_down_and_its_engine_decelerates_quietly_image_9.jpg,A_bus_slows_down_and_its_engine_decelerates_quietly.mp4
An engine hums and wind blows as a man speaks,<engine hums& all>@<wind blows& all>@<man speaks& all>,An_engine_hums_and_wind_blows_as_a_man_speaks.mp3,An_engine_hums_and_wind_blows_as_a_man_speaks.wav,An_engine_hums_and_wind_blows_as_a_man_speaks_image_1.jpg,An_engine_hums_and_wind_blows_as_a_man_speaks_image_5.jpg,An_engine_hums_and_wind_blows_as_a_man_speaks_image_9.jpg,An_engine_hums_and_wind_blows_as_a_man_speaks.mp4
Male speaking then whistling followed by jubilant male voice,<male speaking& all>@<whistling& mid>@<jubilant male voice& end>,Male_speaking_then_whistling_followed_by_jubilant_male_voice.mp3,Male_speaking_then_whistling_followed_by_jubilant_male_voice.wav,Male_speaking_then_whistling_followed_by_jubilant_male_voice_image_1.jpg,Male_speaking_then_whistling_followed_by_jubilant_male_voice_image_5.jpg,Male_speaking_then_whistling_followed_by_jubilant_male_voice_image_9.jpg,Male_speaking_then_whistling_followed_by_jubilant_male_voice.mp4
Ringing of bells with some rustling,<ringing of bells& all>@<rustling& all>,Ringing_of_bells_with_some_rustling.mp3,Ringing_of_bells_with_some_rustling.wav,Ringing_of_bells_with_some_rustling_image_1.jpg,Ringing_of_bells_with_some_rustling_image_5.jpg,Ringing_of_bells_with_some_rustling_image_9.jpg,Ringing_of_bells_with_some_rustling.mp4
Water trickling as female voices laughing,<water trickling& all>@<female voices laughing& all>,Water_trickling_as_female_voices_laughing.mp3,Water_trickling_as_female_voices_laughing.wav,Water_trickling_as_female_voices_laughing_image_1.jpg,Water_trickling_as_female_voices_laughing_image_5.jpg,Water_trickling_as_female_voices_laughing_image_9.jpg,Water_trickling_as_female_voices_laughing.mp4
Clicking on a computer keyboard,<clicking on a computer keyboard& all>,Clicking_on_a_computer_keyboard.mp3,Clicking_on_a_computer_keyboard.wav,Clicking_on_a_computer_keyboard_image_1.jpg,Clicking_on_a_computer_keyboard_image_5.jpg,Clicking_on_a_computer_keyboard_image_9.jpg,Clicking_on_a_computer_keyboard.mp4
"Boy laughing, followed by cat meowing and girl laughing",<boy laughing& start>@<cat meowing& mid>@<girl laughing& end>,"Boy_laughing,_followed_by_cat_meowing_and_girl_laughing.mp3","Boy_laughing,_followed_by_cat_meowing_and_girl_laughing.wav","Boy_laughing,_followed_by_cat_meowing_and_girl_laughing_image_1.jpg","Boy_laughing,_followed_by_cat_meowing_and_girl_laughing_image_5.jpg","Boy_laughing,_followed_by_cat_meowing_and_girl_laughing_image_9.jpg","Boy_laughing,_followed_by_cat_meowing_and_girl_laughing.mp4"
Vehicle engine is starting and idling,<vehicle engine starting& all>@<engine idling& all>,Vehicle_engine_is_starting_and_idling.mp3,Vehicle_engine_is_starting_and_idling.wav,Vehicle_engine_is_starting_and_idling_image_1.jpg,Vehicle_engine_is_starting_and_idling_image_5.jpg,Vehicle_engine_is_starting_and_idling_image_9.jpg,Vehicle_engine_is_starting_and_idling.mp4
A person snores loudly nearby as a person speaks in the distance,<person snores loudly& all>@<person speaks in the distance& mid>,A_person_snores_loudly_nearby_as_a_person_speaks_in_the_distance.mp3,A_person_snores_loudly_nearby_as_a_person_speaks_in_the_distance.wav,A_person_snores_loudly_nearby_as_a_person_speaks_in_the_distance_image_1.jpg,A_person_snores_loudly_nearby_as_a_person_speaks_in_the_distance_image_5.jpg,A_person_snores_loudly_nearby_as_a_person_speaks_in_the_distance_image_9.jpg,A_person_snores_loudly_nearby_as_a_person_speaks_in_the_distance.mp4
Motor running followed by faint murmuring and gunshot,<motor running& all>@<faint murmuring& mid>@<gunshot& end>,Motor_running_followed_by_faint_murmuring_and_gunshot.mp3,Motor_running_followed_by_faint_murmuring_and_gunshot.wav,Motor_running_followed_by_faint_murmuring_and_gunshot_image_1.jpg,Motor_running_followed_by_faint_murmuring_and_gunshot_image_5.jpg,Motor_running_followed_by_faint_murmuring_and_gunshot_image_9.jpg,Motor_running_followed_by_faint_murmuring_and_gunshot.mp4
Engine revving as it sits idling,<engine revving& all>,Engine_revving_as_it_sits_idling.mp3,Engine_revving_as_it_sits_idling.wav,Engine_revving_as_it_sits_idling_image_1.jpg,Engine_revving_as_it_sits_idling_image_5.jpg,Engine_revving_as_it_sits_idling_image_9.jpg,Engine_revving_as_it_sits_idling.mp4
A pet cat meows and a woman is speaking,<cat meows& all>@<woman speaks& all>,A_pet_cat_meows_and_a_woman_is_speaking.mp3,A_pet_cat_meows_and_a_woman_is_speaking.wav,A_pet_cat_meows_and_a_woman_is_speaking_image_1.jpg,A_pet_cat_meows_and_a_woman_is_speaking_image_5.jpg,A_pet_cat_meows_and_a_woman_is_speaking_image_9.jpg,A_pet_cat_meows_and_a_woman_is_speaking.mp4
Wind noise under a microphone with ocean wave sounds,<wind noise& all>@<ocean wave sounds& all>,Wind_noise_under_a_microphone_with_ocean_wave_sounds.mp3,Wind_noise_under_a_microphone_with_ocean_wave_sounds.wav,Wind_noise_under_a_microphone_with_ocean_wave_sounds_image_1.jpg,Wind_noise_under_a_microphone_with_ocean_wave_sounds_image_5.jpg,Wind_noise_under_a_microphone_with_ocean_wave_sounds_image_9.jpg,Wind_noise_under_a_microphone_with_ocean_wave_sounds.mp4
A man speaks and then a swat and the man continues to talk,<man speaks& all>@<swat& mid>@<man continues to talk& end>,A_man_speaks_and_then_a_swat_and_the_man_continues_to_talk.mp3,A_man_speaks_and_then_a_swat_and_the_man_continues_to_talk.wav,A_man_speaks_and_then_a_swat_and_the_man_continues_to_talk_image_1.jpg,A_man_speaks_and_then_a_swat_and_the_man_continues_to_talk_image_5.jpg,A_man_speaks_and_then_a_swat_and_the_man_continues_to_talk_image_9.jpg,A_man_speaks_and_then_a_swat_and_the_man_continues_to_talk.mp4
Light static followed by loud static,<light static& start>@<loud static& end>,Light_static_followed_by_loud_static.mp3,Light_static_followed_by_loud_static.wav,Light_static_followed_by_loud_static_image_1.jpg,Light_static_followed_by_loud_static_image_5.jpg,Light_static_followed_by_loud_static_image_9.jpg,Light_static_followed_by_loud_static.mp4
Typing and clicking on a keyboard,<typing and clicking on a keyboard& all>,Typing_and_clicking_on_a_keyboard.mp3,Typing_and_clicking_on_a_keyboard.wav,Typing_and_clicking_on_a_keyboard_image_1.jpg,Typing_and_clicking_on_a_keyboard_image_5.jpg,Typing_and_clicking_on_a_keyboard_image_9.jpg,Typing_and_clicking_on_a_keyboard.mp4
"Static crackles, a person speaks in a distorted way, and water flows",<static crackles& all>@<person speaks in a distorted way& all>@<water flows& all>,"Static_crackles,_a_person_speaks_in_a_distorted_way,_and_water_flows.mp3","Static_crackles,_a_person_speaks_in_a_distorted_way,_and_water_flows.wav","Static_crackles,_a_person_speaks_in_a_distorted_way,_and_water_flows_image_1.jpg","Static_crackles,_a_person_speaks_in_a_distorted_way,_and_water_flows_image_5.jpg","Static_crackles,_a_person_speaks_in_a_distorted_way,_and_water_flows_image_9.jpg","Static_crackles,_a_person_speaks_in_a_distorted_way,_and_water_flows.mp4"
A couple of sheep bleating and a man talking,<sheep bleating& all>@<man talking& all>,A_couple_of_sheep_bleating_and_a_man_talking.mp3,A_couple_of_sheep_bleating_and_a_man_talking.wav,A_couple_of_sheep_bleating_and_a_man_talking_image_1.jpg,A_couple_of_sheep_bleating_and_a_man_talking_image_5.jpg,A_couple_of_sheep_bleating_and_a_man_talking_image_9.jpg,A_couple_of_sheep_bleating_and_a_man_talking.mp4
Water crashing and small person talking,<water crashing& all>@<small person talking& mid>,Water_crashing_and_small_person_talking.mp3,Water_crashing_and_small_person_talking.wav,Water_crashing_and_small_person_talking_image_1.jpg,Water_crashing_and_small_person_talking_image_5.jpg,Water_crashing_and_small_person_talking_image_9.jpg,Water_crashing_and_small_person_talking.mp4
A high frequency vibration suddenly becomes lower frequency as it fade away in the distance,<high frequency vibration& start>@<low frequency fade away& end>,A_high_frequency_vibration_suddenly_becomes_lower_frequency_as_it_fade_away_in_the_distance.mp3,A_high_frequency_vibration_suddenly_becomes_lower_frequency_as_it_fade_away_in_the_distance.wav,A_high_frequency_vibration_suddenly_becomes_lower_frequency_as_it_fade_away_in_the_distance_image_1.jpg,A_high_frequency_vibration_suddenly_becomes_lower_frequency_as_it_fade_away_in_the_distance_image_5.jpg,A_high_frequency_vibration_suddenly_becomes_lower_frequency_as_it_fade_away_in_the_distance_image_9.jpg,A_high_frequency_vibration_suddenly_becomes_lower_frequency_as_it_fade_away_in_the_distance.mp4
Fireworks going off,<fireworks going off& all>,Fireworks_going_off.mp3,Fireworks_going_off.wav,Fireworks_going_off_image_1.jpg,Fireworks_going_off_image_5.jpg,Fireworks_going_off_image_9.jpg,Fireworks_going_off.mp4
Several pigeons coo,<several pigeons coo& all>,Several_pigeons_coo.mp3,Several_pigeons_coo.wav,Several_pigeons_coo_image_1.jpg,Several_pigeons_coo_image_5.jpg,Several_pigeons_coo_image_9.jpg,Several_pigeons_coo.mp4
Thunder explodes and gets softer,<thunder explodes& start>@<thunder gets softer& end>,Thunder_explodes_and_gets_softer.mp3,Thunder_explodes_and_gets_softer.wav,Thunder_explodes_and_gets_softer_image_1.jpg,Thunder_explodes_and_gets_softer_image_4.jpg,Thunder_explodes_and_gets_softer_image_6.jpg,Thunder_explodes_and_gets_softer.mp4
Scraping noises with a person talking,<scraping noises& all>@<person talking& all>,Scraping_noises_with_a_person_talking.mp3,Scraping_noises_with_a_person_talking.wav,Scraping_noises_with_a_person_talking_image_1.jpg,Scraping_noises_with_a_person_talking_image_5.jpg,Scraping_noises_with_a_person_talking_image_9.jpg,Scraping_noises_with_a_person_talking.mp4
Water trickles into a puddle,<water trickles& all>,Water_trickles_into_a_puddle.mp3,Water_trickles_into_a_puddle.wav,Water_trickles_into_a_puddle_image_1.jpg,Water_trickles_into_a_puddle_image_5.jpg,Water_trickles_into_a_puddle_image_9.jpg,Water_trickles_into_a_puddle.mp4
An engine idles and music plays in the background,<engine idles& all>@<music plays& all>,An_engine_idles_and_music_plays_in_the_background.mp3,An_engine_idles_and_music_plays_in_the_background.wav,An_engine_idles_and_music_plays_in_the_background_image_1.jpg,An_engine_idles_and_music_plays_in_the_background_image_5.jpg,An_engine_idles_and_music_plays_in_the_background_image_9.jpg,An_engine_idles_and_music_plays_in_the_background.mp4
Sirens ring out and cars speed by in the background,<sirens ring out& all>@<cars speed by& all>,Sirens_ring_out_and_cars_speed_by_in_the_background.mp3,Sirens_ring_out_and_cars_speed_by_in_the_background.wav,Sirens_ring_out_and_cars_speed_by_in_the_background_image_1.jpg,Sirens_ring_out_and_cars_speed_by_in_the_background_image_5.jpg,Sirens_ring_out_and_cars_speed_by_in_the_background_image_9.jpg,Sirens_ring_out_and_cars_speed_by_in_the_background.mp4
A man makes a speech which is broadcast through loudspeakers,<man makes a speech& all>,A_man_makes_a_speech_which_is_broadcast_through_loudspeakers.mp3,A_man_makes_a_speech_which_is_broadcast_through_loudspeakers.wav,A_man_makes_a_speech_which_is_broadcast_through_loudspeakers_image_1.jpg,A_man_makes_a_speech_which_is_broadcast_through_loudspeakers_image_5.jpg,A_man_makes_a_speech_which_is_broadcast_through_loudspeakers_image_9.jpg,A_man_makes_a_speech_which_is_broadcast_through_loudspeakers.mp4
Rustling with constant hisses,<rustling& all>@<constant hisses& all>,Rustling_with_constant_hisses.mp3,Rustling_with_constant_hisses.wav,Rustling_with_constant_hisses_image_1.jpg,Rustling_with_constant_hisses_image_5.jpg,Rustling_with_constant_hisses_image_9.jpg,Rustling_with_constant_hisses.mp4
A large number of bees buzzing then a man talks,<bees buzzing& all>@<man talks& end>,A_large_number_of_bees_buzzing_then_a_man_talks.mp3,A_large_number_of_bees_buzzing_then_a_man_talks.wav,A_large_number_of_bees_buzzing_then_a_man_talks_image_1.jpg,A_large_number_of_bees_buzzing_then_a_man_talks_image_5.jpg,A_large_number_of_bees_buzzing_then_a_man_talks_image_9.jpg,A_large_number_of_bees_buzzing_then_a_man_talks.mp4
A man is talking with a sound of rushing water in the background,<man talking& all>@<rushing water sound& all>,A_man_is_talking_with_a_sound_of_rushing_water_in_the_background.mp3,A_man_is_talking_with_a_sound_of_rushing_water_in_the_background.wav,A_man_is_talking_with_a_sound_of_rushing_water_in_the_background_image_1.jpg,A_man_is_talking_with_a_sound_of_rushing_water_in_the_background_image_5.jpg,A_man_is_talking_with_a_sound_of_rushing_water_in_the_background_image_9.jpg,A_man_is_talking_with_a_sound_of_rushing_water_in_the_background.mp4
A kid speaking and another kid talks in the background,<kid speaking& all>@<another kid talks& background>,A_kid_speaking_and_another_kid_talks_in_the_background.mp3,A_kid_speaking_and_another_kid_talks_in_the_background.wav,A_kid_speaking_and_another_kid_talks_in_the_background_image_1.jpg,A_kid_speaking_and_another_kid_talks_in_the_background_image_5.jpg,A_kid_speaking_and_another_kid_talks_in_the_background_image_9.jpg,A_kid_speaking_and_another_kid_talks_in_the_background.mp4
Rasping sound as plane rubs down wood,<rasping sound as plane rubs down wood& all>,Rasping_sound_as_plane_rubs_down_wood.mp3,Rasping_sound_as_plane_rubs_down_wood.wav,Rasping_sound_as_plane_rubs_down_wood_image_1.jpg,Rasping_sound_as_plane_rubs_down_wood_image_5.jpg,Rasping_sound_as_plane_rubs_down_wood_image_9.jpg,Rasping_sound_as_plane_rubs_down_wood.mp4
The sound of wind buffeting as sounds of speeding vehicles go by,<wind buffeting& all>@<speeding vehicles go by& all>,The_sound_of_wind_buffeting_as_sounds_of_speeding_vehicles_go_by.mp3,The_sound_of_wind_buffeting_as_sounds_of_speeding_vehicles_go_by.wav,The_sound_of_wind_buffeting_as_sounds_of_speeding_vehicles_go_by_image_1.jpg,The_sound_of_wind_buffeting_as_sounds_of_speeding_vehicles_go_by_image_5.jpg,The_sound_of_wind_buffeting_as_sounds_of_speeding_vehicles_go_by_image_9.jpg,The_sound_of_wind_buffeting_as_sounds_of_speeding_vehicles_go_by.mp4
A kid speaking followed by an insect buzzing,<kid speaking& all>@<insect buzzing& start>,A_kid_speaking_followed_by_an_insect_buzzing.mp3,A_kid_speaking_followed_by_an_insect_buzzing.wav,A_kid_speaking_followed_by_an_insect_buzzing_image_1.jpg,A_kid_speaking_followed_by_an_insect_buzzing_image_5.jpg,A_kid_speaking_followed_by_an_insect_buzzing_image_9.jpg,A_kid_speaking_followed_by_an_insect_buzzing.mp4
Continuous hissing with some a brief tap,<continuous hissing& all>@<brief tap& mid>,Continuous_hissing_with_some_a_brief_tap.mp3,Continuous_hissing_with_some_a_brief_tap.wav,Continuous_hissing_with_some_a_brief_tap_image_1.jpg,Continuous_hissing_with_some_a_brief_tap_image_5.jpg,Continuous_hissing_with_some_a_brief_tap_image_9.jpg,Continuous_hissing_with_some_a_brief_tap.mp4
"An adult male speaks, a meow occurs, then a boom, the male speaks again, and mechanical clicking occurs",<adult male speaks& all>@<meow occurs& start>@<boom& mid>@<male speaks again& mid>@<mechanical clicking occurs& end>,"An_adult_male_speaks,_a_meow_occurs,_then_a_boom,_the_male_speaks_again,_and_mechanical_clicking_occurs.mp3","An_adult_male_speaks,_a_meow_occurs,_then_a_boom,_the_male_speaks_again,_and_mechanical_clicking_occurs.wav","An_adult_male_speaks,_a_meow_occurs,_then_a_boom,_the_male_speaks_again,_and_mechanical_clicking_occurs_image_1.jpg","An_adult_male_speaks,_a_meow_occurs,_then_a_boom,_the_male_speaks_again,_and_mechanical_clicking_occurs_image_5.jpg","An_adult_male_speaks,_a_meow_occurs,_then_a_boom,_the_male_speaks_again,_and_mechanical_clicking_occurs_image_9.jpg","An_adult_male_speaks,_a_meow_occurs,_then_a_boom,_the_male_speaks_again,_and_mechanical_clicking_occurs.mp4"
