audiocap_id,youtube_id,start_time,caption
20782,7mxoNmYi22Q,30,A baby is crying very deeply in way that reverberates then calms down
14617,4xrFWU6Ir58,30,A baby is crying while a man is imitating the cry of the baby and at the same time followed by a woman mentioning something
7011,1ny6avN7KxQ,40,A baby is crying while a toddler is laughing
5490,1BctuVhLz1A,330,A baby is crying while a woman is speaking
22189,8V0e7Fv99Uo,21,A baby is crying while a woman mutters something in the background
95445,uJapG2-Nzwg,30,A baby is crying with some television background noise
11957,3oohERgCUq4,30,"A baby is crying, a child speaks in the background, and an adult female speaks"
8600,2Rq2cR19NSs,30,"A baby is crying, an adult female is speaking, and a child is shouting in the background"
7476,2-Q2FuQMhG0,3,"A baby is crying, an adult female speaks, and something is buzzing"
26730,Ai5-3x_azS0,11,"A baby is crying, and a man and woman are speaking in the background"
80015,ikyuvMEe1Bw,30,"A baby is crying, and a man speaks"
17978,6T2jEKesKXY,30,"A baby is crying, and adult males and females are talking and laughing"
16202,5eIAR9I_jC8,80,"A baby is crying, and an adult female is speaking"
16469,5lTa_i1NCDw,10,"A baby is crying, and an adult male is speaking in the background"
13517,4Vcbo5NhClI,30,"A baby is crying, and an adult male speaks"
16664,5rXvWzf3eXQ,30,"A baby is crying, females are singing, and an adult male speaks"
14533,4vLJTOVpwuo,30,"A baby is crying, thumping is occurring, and an appliance motor starts"
76677,gNeoYIaKgRc,10,A baby is furiously crying
81909,kAuXNLf8VOs,30,A baby is grunting and follows up with a gentle shriek shortly before a back-throat gurgle
10318,38j6UWcIJvk,30,A baby is inaudibly crying while a male speaks in a soothing tone
2553,0-c8jQZf5LY,0,A baby is laughing
91902,rcFtQd9Rv1k,10,A baby is laughing
21623,8CyAd5NKlYg,30,A baby is laughing a lot and woman laughs as well
18450,6gLYUqCk2eM,40,A baby is laughing and a man fake sneezes
10823,3M8KsmoSvME,20,A baby is laughing and a man has hiccups
14103,4jmv1XpnR90,50,A baby is laughing and a man speaks
16234,5fEes142pxY,50,A baby is laughing and an adult female is laughing and talking
5606,1Eb_BTzbRKI,10,A baby is laughing and an adult talks briefly
5673,1GOmgGwbJsY,50,A baby is laughing and people are speaking in the background
21841,8K2R2aVhZMo,30,A baby is laughing followed by a man saying something in a deep voice
16116,5bbofylmW64,30,A baby is laughing while a dog is barking
11723,3iyyrZPv85U,30,A baby is laughing while an adult is laughing
18087,6WctaBD7JP0,90,"A baby is laughing, an adult male speaks, and an adult female laughs"
8381,2MWBRXeIqc4,150,"A baby is laughing, and an adult male and female are laughing"
22838,8o78F7pIsf8,0,"A baby is laughing, and another baby coos"
8887,2ZqInEYQDOM,30,"A baby is laughing, followed by another older person laughing, with a popping sound at the end"
14444,4sUHL3s5Ieo,130,"A baby is laughing, rattling is occurring, and an adult male laughs"
8306,2KUN1nbMPG4,0,A baby is laughing.then an older woman begins to laugh
2049,#NAME?,50,A baby is making noise and laughing as a woman is making noises
11591,3fLGgMB_EI8,10,A baby is sneezes light and a man and woman are talking
5005,1--_qK02fyE,10,A baby is talking and playing in water
12185,3uVdX0Yg2Mg,50,A baby is trying to speak while crying
61765,WjSj4Un7GXU,70,A baby laughing
21305,82mLhaOURz0,10,A baby laughing
27680,BAqaPHXZKr0,20,A baby laughing
69341,b-T54NeJ6lE,180,A baby laughing
68508,aQD7sos_QXs,10,A baby laughing
84560,m732kHViRC0,0,A baby laughing and a man speaking and singing
27269,AyIlE11FD9o,40,A baby laughing and a woman speaking
71448,cZA21HcPTGo,60,A baby laughing and cooing together with burping and brief laughter
79068,i3ulACxAkvU,50,A baby laughing as a person talks
13658,4Z8_20Q97to,0,A baby laughing as a woman speaks to it
59074,UtJlZdqvqoQ,90,A baby laughing continuously
68691,aYfUk4KS8Ks,90,A baby laughing followed by a man talking
17951,6SUzyFaFPnw,30,A baby laughing with a dog barking
48858,NyE1NY8TFnE,20,A baby laughing with a person
96420,v6ciTXQK6CQ,0,A baby laughing with a person making sneezing noises
20252,7XCSZi0rS5E,550,A baby laughs and a man speaks
36804,GEPjYPKuUR8,90,A baby laughs and a man speaks
91284,r9JbzjoyGiM,110,A baby laughs and a man talks
47040,Mn1k3aOGxnc,70,A baby laughs and a silly man makes turkey gobble sounds
90759,qjYcTaKEdcg,260,A baby laughs and a woman hiccups then laughs then coughs
54644,RqQF1FE2Ztc,50,A baby laughs and a woman speaks
91369,rDo0s3zSDEY,30,A baby laughs and a woman talks
51431,PcSKMxflV2k,220,"A baby laughs and an adult male laugh, speaks and grunts, an adult female then speaks in the background, the baby grunts and a hiccup occurs, and the baby laughs"
12869,4D5xeD1iyyE,10,A baby laughs and hiccups
22506,8e6DIK1ejsE,110,A baby laughs and screams while a woman talks and a man chuckles
54228,RZUUESPZlB8,40,A baby laughs and shrieks
76403,gBBMGolPi-w,40,A baby laughs and someone hisses
92647,sB6HVtL6nws,50,A baby laughs and something rubs together
5196,14Y72r4KHos,70,"A baby laughs and squeals, then someone belches"
45425,LjTgTrETuPA,20,A baby laughs and then a man laughs with it
67620,_nHfZ3eN-gI,10,"A baby laughs and then a person laughs, followed by more baby laughter"
67020,_NZF6kpW7Jw,60,"A baby laughs as a man laughs, and then a man talks"
36001,Fkn-poTw_gA,0,A baby laughs as a woman laughs and yells nearby
65629,ZPbly_FrJ6o,15,A baby laughs as a woman makes funny sounds
83394,lEahx0DrURw,20,A baby laughs at an adult evil laughing
52249,QC8qtn4dJYc,20,A baby laughs at someone belching
83330,lC92UburC8o,30,A baby laughs at someone sneezing
23469,97ep2PXYtMU,10,A baby laughs boisterously and amused
18653,6mXQ7dS8Pf0,10,A baby laughs delightfully
2643,025wYGIVcgg,10,A baby laughs followed briefly by a man laughing
27000,ApG8a3CGeaI,10,A baby laughs followed by a fart noise and more laughs
3973,0_o3zAgAz-I,90,A baby laughs followed by a man laughing and joyfully speaking to it
66263,ZqDZsbL-TlM,30,A baby laughs loudly and frequently and an adult laughs
95371,uG7cz8t01x8,0,A baby laughs loudly while someone sneezes
95670,uVYbXz54yq8,0,A baby laughs multiple times nearby
55327,SHA0im4Hv4I,0,A baby laughs nearby
42550,Jt4a9yCLKsI,30,"A baby laughs repeatedly, and an adult male speaks in the background"
13198,4MGz4yRWmL4,10,A baby laughs several times in short bursts
19737,7HAhIIdg69c,50,A baby laughs then someone burps
46987,MlKC3_Cm-Ww,30,"A baby laughs very loudly, and then sneezes"
66945,_JzZmofcjC4,0,A baby laughs while a woman make sounds
85817,n03I8hW_mm0,30,A baby laughs while a woman makes noises
100387,y7tgqIlk33k,10,A baby laughs while a woman makes sounds
80938,jSmZxpVwKIo,18,A baby laughs while someone speaks
59798,VNzuBW7TAkQ,20,A baby laughs while something is tapped
30184,CTZK_7py_4w,60,"A baby laughs, a woman speaks in the background"
64435,YZocBSy2_Y8,70,"A baby laughs, and then a woman laughs, followed by the baby laughing again"
15011,57kgQxOw8Hs,10,A baby laughter
19804,7JCV2B6mbDo,30,A baby lets out several loud cries
67914,a05LLUrzs1s,29,A baby loudly crying with people talking
92885,sMjWCcSva2M,2,A baby makes a whimper
59873,VQo7Iu6lVqc,40,A baby makes cooing sounds
76586,gJlx_vJv06o,10,A baby makes noises and a woman speaks
24654,9k1ZuVzpF7c,40,A baby making hilarious noises followed by a woman laughing in response
47304,Mz2ritp8AXA,10,A baby making noises and a woman speaking
19264,73_C9SuUYqw,0,A baby moving around outside while a laugh is chuckled followed by a laugh and a goat noise
73986,eNsJB02DXqg,30,A baby screaming and crying and a rattling sound from a toy followed by a woman talking
43121,KFNee9YkgVI,17,"A baby screaming in the foreground, while a man sings, and joined by other crying children"
6431,1_9SmMwSEC0,30,A baby screams and a woman is talking
20144,7U-JdMhM2JA,10,A baby screams as a woman yells and speaks
86879,noMVXZW0nFM,20,A baby screams nearby several times as a person talks
19081,6zjaE59Vb8k,10,A baby screams then starts to cry
47026,MmS9c2_Jnbo,20,A baby sighs and snores
94125,tJ_YShKzfTw,90,A baby sings a song with a woman over and over
8893,2ZxE0uMIfa0,10,A baby sneezes and babbles
83926,lePdiuMliko,130,A baby sneezes loudly several times nearby
2836,07IihPE8oK4,0,A baby sneezing followed by a mans laughter and then a women laughter
17591,6Hvp_fjq4Jw,10,A baby sobbing
83596,lOABcvVI6cs,10,A baby sobbing and crying
23186,8zO-QOkDQv0,70,A baby sobbing followed by a light cry
8854,2YrdbClQARE,80,A baby sobs while a woman speaks
5693,1Gx4UdJcky8,50,A baby speaking and laughing
100822,yUN-LgpmztE,70,A baby speaks and a woman makes animal sounds
35667,FYZYktcA4M4,30,A baby speaks and whines and a woman speaks
101444,yzEIYjxrbh4,30,A baby speaks together with adults laughing
57317,TenkYmO0RdA,520,A baby speaks with some hissing and vibrations followed by women speaking
3208,0H886ArR4l4,20,"A baby speaks, an adult male speaks, and sizzling is heard"
5860,1LQBKRQtQHg,6,A baby starts with a faint cry and its get louder
27454,B38qUG0Zxus,80,A baby talking and screaming
75562,fYR10k61sfk,310,"A baby talking, followed by splashing and a woman talking"
72702,dS_MlNlS3Hw,24,A baby talks and a woman talks
98996,x1t4XMeB-nA,0,A baby talks awhile with another. Two adults are further away talking
53940,RMFb5fgEGqw,280,A baby talks in the distance as goats bleat
12074,3rcBMuB7bBQ,30,"A baby talks, and then a woman and a little kid talk. After that, a man talks"
51392,Pb3bnD21Uyo,450,A baby that is snoring
22876,8pWmF80l5Vg,30,A baby whimpering and crying
24507,9eKLLJD-FJM,80,A baby whimpering with speech in the background
41167,J-4TGmkurNc,10,A baby whimpers and breathes heavily
17762,6N58_kQIpyI,30,A baby whimpers and cries softly
97976,wGTM2tePU5I,21,A baby whimpers and then starts to cry nearby
72982,ddYKdv5Kw90,350,A baby whimpers and two women speak
101260,ypp8wHAMwa8,30,A baby whines and cries
35924,Fi4ZJabrB9k,30,"A baby whines and verbalizes, followed by an adult female talking in baby talk, then this repeats twice more"
15811,5TqjMHBnJa4,30,"A baby whining, a male speaking, then a male and female laughing as the baby whines"
4759,0taZldxMK1Q,60,A baby who is giggling
15038,58ZdkyG3As4,0,A baby with a funny cry
43700,Kc8_MVEvKo8,140,"A baby yells, followed by laughter, after which birds chirp nearby"
99992,xobSVmWsS3M,230,A back and forth sanding noise
23074,8vweb4DZr1k,30,"A background small rumbling accompanies a female voice, a deep male voice, and another male alternating their speech"
16560,5oKdmR1Rceo,180,"A background trickle of liquid, accompanied by a couple of children laughing and speaking happily"
74022,ePpbuYUHcZk,130,A bag is crumpled and emptied in a container
4182,0epARuTZA7Q,28,A ball bounces and shoes squeak on hardwood and men can be heard mumbling
27990,BKnuN5hoZnM,40,A ball bouncing sound is followed by device producing male sounds and a child speaking
89408,pi6UJDc20Kk,30,A ball dribbles nearby several times
80262,iwtNjjYFUVY,30,A ball is bouncing repeatedly with squeaky noises
1854,#NAME?,4,A balloon popped and made a guy laugh in surprise
9687,2tk-YnCuFNo,0,A band saw cuts wood
80982,jUpYE5FY5bw,250,A bang and a scrapping noise
27630,B9VzIt3FN4o,180,A bang and click sound
11212,3WT1v7lEFdE,0,"A bang occurs, music plays, another bang, and then more music"
87225,o3nr0qYeIo4,30,"A bang, a ticktock noise and a clang sound"
55538,SQknlti6WjE,90,"A bang, buzzing and clanking noise"
39841,I8gtJYmhx8Y,20,"A bang, clicking and rustling noise"
27388,B1AcKJdP1h8,30,"A bang, dog barking and people talking"
16373,5iz4_jLjixE,170,"A banging followed by a power drill drilling into something, then a circular saw cutting into something at the end"
15449,5Jg7a0x3itE,180,A banging noise then a man speaks
21085,7wsoRLjXItI,560,A banging noise then a motor gradually accelerates followed by a ding and a man's voice
27974,BKMle8hodOQ,23,"A banging noise, siren, and beeping"
27960,BJss50VVKwo,30,"A banging noise, toilet flushing with latch on door opening"
27517,B5a1H3DBu0k,17,A banging sound is followed by speaking sounds and a window crashing
9994,317iLa-c9tc,300,"A banging sound, then a crowd cheering with loud applause and screams"
95815,uc-pK1yMpVA,490,"A banging, hammer and clanking pots and pans is followed by a medium voice woman speaking with a small child babbling in the background"
85108,mWtrN3I86EU,13,A bar is chopped as water flows nearby
20264,7XXb-8Nd_PQ,30,A baritone man speaks with a younger person and someone snorts
97555,vye1Pe2kYbI,30,A barking dog and a person talking
101402,yxSB2ZpwjNA,430,"A barking noise, followed by a bird call, then a young girl speaking softly"
44533,LAy1ro3mbss,10,A barrage of artillery fire and rapid large-caliber rounds
95090,u38LohPQEkU,30,A basketball being dribbled along with a man talking
94022,tEeeg7f33rc,13,A basketball bouncing off a hard surface followed by a kid speaking
77537,gyLS_HdY2IM,190,A bathtub filling while a woman is talking and a baby is whining
103,-1hLtbqqxTM,480,A bathtub fills with water as a woman narrates
79435,iKREUdhi-K4,0,A bathtub fills with water from a faucet
8757,2WIkjrIb5_U,2,A beat is created by clapping
13162,4LKZEtrw4pE,0,A bee buzzes around
45334,Lg1ewRuJCZ8,30,A bee buzzes quietly
48032,NRWb1NbrX0Q,100,"A bee flies around, and then a man speaks"
53348,QvjbYrAmq40,180,"A bee flies by, and then a person speaks nearby"
10404,3BBnKRKN3ZY,290,A bee flying around
10412,3BK4rRrgNP4,60,A bee is buzzing and the wind is blowing
8013,2DFN3mhhJaY,190,A bee is buzzing and then a man begins to speak
21811,8J2Jn0ASmlo,50,A bee momentarily buzzing
7814,28LJDvjXDnU,20,A beep and a low vibration are heard
92583,s7oMrNBo-XE,0,A beep and a tone sounds then an electronic voice talks
74631,esU5QHUK4XU,20,A beep and an idling sounds are followed by a man speaking
33785,EQEcmLGaFGI,10,A beep and an object hit is followed by a woman talking
78214,hT0or-WKIJs,30,A beep and bleeping noise
17954,6SaYApzBWKs,350,A beep followed by a youngish male voice and then a second beep
87774,oVTJ8WA-dc4,0,A beep followed by brief female speech
96020,umWuFibW1Rg,30,A beep followed by metal clanging and pounding in the background as a man talks with wind blowing into a microphone
9406,2mKEURk4AOg,30,A beep followed by radio communication with a dog barking in the background
57387,TiADaGCVmQk,30,A beep followed by rustling and distant rustling
25305,A326JBce7tw,49,A beep followed by whooshing and banging ending with a ring
8830,2Y6HO7CHUXo,30,A beep goes off and a gun is being fired several times
9846,2xZD86XFP1g,30,A beep goes off and a man speaks
13940,4fQmdGwBNxU,20,A beep goes off and a man speaks
10736,3JwD6XyHDS8,230,A beep goes off several times in a musical way and a man is talking over it
20612,7hIpyVoK_h4,80,A beep goes off several times with pauses in between
45889,M2f-6xoy25o,470,A beep happens followed by a man speeches and objects being moved
4250,0gT3dbf0bJ0,130,A beep heard faster and faster
62058,Wwbu_vhZvro,120,A beep hums in the background while a guy speaks over it
79801,ibSqctO8xq0,310,A beep is followed by a woman talking
57323,TezHS1rnCxY,260,A beep is followed by someone talking and men laughing
14015,4hjPIrMbY64,30,A beep is going off
5787,1JJz47-SbAc,0,A beep is heard
30296,CX60rMtVV6Q,30,A beep noise
9042,2ctlxRFVOJs,300,"A beep occurs, an adult female speaks, typing on a keyboard is present, and another beep occurs"
14516,4uo15XHLK3A,0,"A beep occurs, then an adult male speaks"
54822,RxzMzSZF_b4,30,A beep plays long and gets louder and louder
82644,khQeBeEdhzg,0,A beep sound is followed by a man speaking
34467,Enq6kC0FmS8,30,A beep sounds constantly
93108,sWjmWUyT-go,10,A beep sounds frequently
7441,1zVyxD-2lR0,0,A beep sounds repetitiously
92401,s-6B8H8Ieuk,10,A beep sounds several times
100105,xu5R141joRk,0,A beep sounds several times
60192,VcD4ezit_sM,0,A beep sounds several times
84316,lwHYQKaP0Bs,230,A beep sounds several times followed by a kid talking
50874,PHV4xmvYObU,0,A beep sounds several times followed by an object being tapped
99964,xnMerCib9Ow,60,A beep sounds several times while a man talks
99960,xnJMxRyO_GU,30,A beep sounds several times while an engine works
44481,L8b5KZf5-OM,0,A beep sounds some times and then an audience cheer
64082,YLQ86OUELzg,30,A beep sounds then a surface is tapped strongly
100307,y4FLWtoIdGk,300,A beep sounds three times while a man talks
28615,BcIz0mobcag,15,A beep sounds twice
16509,5mlgCl-kfgM,10,A beep then a drawn out human whistle
71730,clh6kPXhOlE,60,A beep then a woman speaking
20514,7e7L8F7y5ic,30,A beep then a woman speaks and an engine is being revved up
